Table with row headers in column A and column headers in rows 17 through 18.,,,,,
Census 2000 PHC-T-18. American Indian and Alaska Native Tribes in the United States: 2000,,,,,
,,,,,
Description of Table 1.,,,,,
This table shows data for American Indian and Alaska Native tribes alone and alone or in combination for the United States.,,,,,
"Those respondents who reported as American Indian or Alaska Native only and one tribe are shown in column 1. Respondents who reported two or more American Indian or Alaska Native tribes, but no other race are shown in column 2. Those respondents who reported as American Indian or Alaska Native and at least one other race and one tribe are shown in column 3. Respondents who reported as American Indian or Alaska Native and at least one other race and two or more tribes are shown in column 4. Those respondents who reported as American Indian or Alaska Native in any combination of race(s) or tribe(s) are shown in column 5, and is the sum of the numbers in columns 1 through 4. For an explanation of the alone and alone or in combination concepts used in this table see ""The American Indian and Alaska Native Population: 2000"", U.S. Census Bureau, Census 2000 Brief, C2KBR/01-15 at www.census.gov/population/www/cen2000/briefs.html.",,,,,
"Table 1. American Indian and Alaska Native Alone and Alone or in Combination Population by Tribe/1
			  for the United States: 2000",,,,,
,,,,,
"Source: U.S. Census Bureau, Census 2000, special tabulation.  ",,,,,
Internet release date: September 2002,,,,,
"Last Revised date: June 30, 2004",,,,,
,,,,,
"Note: Respondents who identified themselves as American Indian or Alaska Native were asked to report their enrolled or principal tribe. Therefore, tribal data in this data product reflect the written tribal entries reported on the questionnaire. Some of the entries (for example, Iroquois, Sioux, Colorado River, and Flathead) represent nations or reservations. The information on tribe is based on self-identification and includes federally- or state-recognized tribes, as well as bands and clans. ",,,,,

"(For information on confidentiality protection, nonsampling error, and definitions, see www.census.gov/prod/cen2000/doc/sf1.pdf)",,,,,
Table with row headers in column A and column headers in rows 13 and 14,,,,,
American Indian and Alaska Native Tribes,"American Indian and
Alaska Native alone",,American Indian and Alaska Native in combination with one or more races,,American Indian and Alaska Native tribe alone or in any combination
,"One tribe
reported","Two or more
tribes reported","One tribe
reported","Two or more
tribes reported",
Wascopum--------------------------------------------------------------------------------------------------------------------------------------,219,85,70,24,398
Washoe------------------------------------------------------------------------------------------------------------------------------------------,"1,186",423,310,55,"1,974"
.Alpine-------------------------------------------------------------------------------------------------------------------------------------------,11,1,33,1,46
.Carson Colony-------------------------------------------------------------------------------------------------------------------------------,3,1,16,-,20
.Dresslerville Colony--------------------------------------------------------------------------------------------------------------------------,1,-,-,-,1
.Washoe------------------------------------------------------------------------------------------------------------------------------------------,"1,170",421,254,53,"1,898"
.Stewart Community--------------------------------------------------------------------------------------------------------------------------,1,-,3,1,5
.Woodsfords Community-------------------------------------------------------------------------------------------------------------------,-,-,4,-,4
Wichita-------------------------------------------------------------------------------------------------------------------------------------------,"1,395",120,371,50,"1,936"
.Wichita-------------------------------------------------------------------------------------------------------------------------------------------,"1,386",119,354,45,"1,904"
.Keechi---------------------------------------------------------------------------------------------------------------------------------------------,6,1,5,1,13
.Waco----------------------------------------------------------------------------------------------------------------------------------------------,2,-,10,2,14
.Tawakonie---------------------------------------------------------------------------------------------------------------------------------------,1,-,2,2,5
Wind River----------------------------------------------------------------------------------------------------------------------------------------,12,-,-,1,13
Winnebago--------------------------------------------------------------------------------------------------------------------------------------,"7,409",322,"1,814",155,"9,700"
.Ho-Chunk Nation of Wisconsin---------------------------------------------------------------------------------------------------------,"3,707",150,718,46,"4,621"
.Nebraska Winnebago----------------------------------------------------------------------------------------------------------------------,350,-,29,2,381
.Winnebago---------------------------------------------------------------------------------------------------------------------------------------,"3,284",308,"1,040",162,"4,794"
Wintun---------------------------------------------------------------------------------------------------------------------------------------------,"2,058",550,"1,073",198,"3,879"
.Wintun---------------------------------------------------------------------------------------------------------------------------------------------,"1,967",412,"1,053",154,"3,586"
.Cachil Dehe Band of Wintun Indians of the Colusa Rancheria---------------------------------------------------------------,11,1,8,-,20
.Cortina Indian Rancheria of Wintun Indians------------------------------------------------------------------------------------------,51,-,2,-,53
.Rumsey Indian Rancheria of Wintun Indians----------------------------------------------------------------------------------------,28,139,10,44,221
Grindstone Indian Rancheria of Wintun-Wailaki Indians------------------------------------------------,13,3,3,-,19
Wiyot----------------------------------------------------------------------------------------------------------------------------------------------,444,60,149,21,674
.Table Bluff---------------------------------------------------------------------------------------------------------------------------------------,26,6,3,-,35
.Wiyot-----------------------------------------------------------------------------------------------------------------------------------------------,402,52,145,20,619
.Blue Lake Rancheria-------------------------------------------------------------------------------------------------------------------------,15,4,1,1,21
Yakama-----------------------------------------------------------------------------------------------------------------------------------------,"8,481",561,"1,619",190,"10,851"
Yakama Cowlitz------------------------------------------------------------------------------------------------------------------------------,5,-,2,-,7
Yaqui----------------------------------------------------------------------------------------------------------------------------------------------,"15,224","1,245","5,184",759,"22,412"
.Barrio Libre--------------------------------------------------------------------------------------------------------------------------------------,-,-,2,-,2
.Pascua Yaqui----------------------------------------------------------------------------------------------------------------------------------,"3,692",58,423,14,"4,187"
.Yaqui----------------------------------------------------------------------------------------------------------------------------------------------,"11,500","1,252","4,752",759,"18,263"
Yavapai Apache--------------------------------------------------------------------------------------------------------------------------------,879,27,170,-,"1,076"
Yokuts---------------------------------------------------------------------------------------------------------------------------------------------,"2,924",536,904,132,"4,496"
.Picayune Rancheria of Chukchansi Indians-----------------------------------------------------------------------------------------,853,250,356,60,"1,519"
.Tachi----------------------------------------------------------------------------------------------------------------------------------------------,381,108,72,9,570
.Tule River----------------------------------------------------------------------------------------------------------------------------------------,719,19,118,7,863
.Yokuts--------------------------------------------------------------------------------------------------------------------------------------------,904,274,341,86,"1,605"
.Table Mountain Rancheria-----------------------------------------------------------------------------------------------------------------,9,1,2,-,12
Yuchi----------------------------------------------------------------------------------------------------------------------------------------------,302,114,132,35,583
.Yuchi-----------------------------------------------------------------------------------------------------------------------------------------------,291,114,120,34,559
.Tia---------------------------------------------------------------------------------------------------------------------------------------------------,7,-,7,-,14
.Wilono---------------------------------------------------------------------------------------------------------------------------------------------,-,-,1,-,1
.An-stohini/Unami------------------------------------------------------------------------------------------------------------------------------,4,-,4,1,9
Yuman---------------------------------------------------------------------------------------------------------------------------------------------,"7,295",526,"1,051",104,"8,976"
.Cocopah Tribe of Arizona-------------------------------------------------------------------------------------------------------------------,679,16,103,10,808
.Havasupai---------------------------------------------------------------------------------------------------------------------------------------,576,36,16,6,634
.Hualapai------------------------------------------------------------------------------------------------------------------------------------------,"1,419",84,124,15,"1,642"
.Maricopa-----------------------------------------------------------------------------------------------------------------------------------------,255,75,65,10,405
.Fort Mojave Indian Tribe of Arizona----------------------------------------------------------------------------------------------------,"1,437",216,215,38,"1,906"
.Quechan-----------------------------------------------------------------------------------------------------------------------------------------,"2,080",87,420,25,"2,612"
.Yavapai-Prescott Tribe of the Yavapai Reservation-------------------------------------------------------------------------------,818,74,105,6,"1,003"
Yurok----------------------------------------------------------------------------------------------------------------------------------------------,"4,098",382,"1,170",159,"5,809"
.Resighini Rancheria--------------------------------------------------------------------------------------------------------------------------,14,-,2,-,16
.Yurok----------------------------------------------------------------------------------------------------------------------------------------------,"4,084",382,"1,168",159,"5,793"
"American Indian, Tribe Not Specified/3--------------------------------------------------------------------------------------------------------------------------","103,174",89,"80,163",85,"183,511"
Alaskan Athabascan----------------------------------------------------------------------------------------------------------------------,"14,520",815,"3,218",285,"18,838"
.Ahtna---------------------------------------------------------------------------------------------------------------------------------------------,178,88,40,9,315
.Alaskan Athabascan-------------------------------------------------------------------------------------------------------------------------,"8,168",927,"2,115",283,"11,493"
.Alatna Village----------------------------------------------------------------------------------------------------------------------------------,27,2,1,-,30
.Alexander----------------------------------------------------------------------------------------------------------------------------------------,9,2,14,-,25
.Allakaket Village------------------------------------------------------------------------------------------------------------------------------,159,5,1,-,165
.Alanvik--------------------------------------------------------------------------------------------------------------------------------------------,-,-,-,-,-
.Anvik Village------------------------------------------------------------------------------------------------------------------------------------,15,-,1,2,18
.Arctic Village-----------------------------------------------------------------------------------------------------------------------------------,10,1,5,1,17
.Beaver Village----------------------------------------------------------------------------------------------------------------------------------,103,15,36,4,158
.Birch Creek Tribe---------------------------------------------------------------------------------------------------------------------------,10,1,62,-,73
.Native Village of Cantwell------------------------------------------------------------------------------------------------------------------,37,-,-,-,37
.Chalkyitsik Village---------------------------------------------------------------------------------------------------------------------------,5,-,-,-,5
.Chickaloon Native Village-----------------------------------------------------------------------------------------------------------------,74,-,2,1,77
.Native Village of Chistochina-------------------------------------------------------------------------------------------------------------,7,-,-,-,7
.Native Village of Chitina--------------------------------------------------------------------------------------------------------------------,41,13,26,3,83
.Circle Native Community-------------------------------------------------------------------------------------------------------------------,83,-,12,-,95
.Cook Inlet----------------------------------------------------------------------------------------------------------------------------------------,116,54,36,17,223
.Copper River-----------------------------------------------------------------------------------------------------------------------------------,4,1,2,-,7
.Village of Dot Lake---------------------------------------------------------------------------------------------------------------------------,32,-,8,-,40
.Doyon---------------------------------------------------------------------------------------------------------------------------------------------,"1,017",113,156,49,"1,335"
.Native Village of Eagle----------------------------------------------------------------------------------------------------------------------,54,57,26,12,149
.Eklutna Native Village-----------------------------------------------------------------------------------------------------------------------,43,2,17,2,64
.Evansville Village (Bettles Field)-------------------------------------------------------------------------------------------------------,21,-,1,-,22
.Native Village of Fort Yukon-------------------------------------------------------------------------------------------------------------,117,-,9,5,131
.Native Village of Gakona------------------------------------------------------------------------------------------------------------------,8,-,5,-,13
.Galena Village (Louden Native Village)----------------------------------------------------------------------------------------------,97,2,6,1,106
.Organized Village of Grayling (Holikachuk)------------------------------------------------------------------------------------------------------------,54,10,7,8,79
.Gulkana Village-------------------------------------------------------------------------------------------------------------------------------,58,-,1,-,59
.Healy Lake Village---------------------------------------------------------------------------------------------------------------------------,2,-,4,-,6
.Holy Cross Village----------------------------------------------------------------------------------------------------------------------------,109,1,2,-,112
.Hughes Village---------------------------------------------------------------------------------------------------------------------------------,4,7,4,1,16
.Huslia Village-----------------------------------------------------------------------------------------------------------------------------------,253,-,5,-,258
.Village of Iliamna------------------------------------------------------------------------------------------------------------------------------,23,2,2,-,27
.Village of Kaltag-------------------------------------------------------------------------------------------------------------------------------,36,9,7,-,52
.Native Village of Kluti Kaah (Copper Center)----------------------------------------------------------------------------------------------------------------,38,42,2,-,82
.Knik Tribe---------------------------------------------------------------------------------------------------------------------------------------,90,14,14,2,120
.Koyukuk Native Village--------------------------------------------------------------------------------------------------------------------,239,9,27,1,276
.Lake Minchumina----------------------------------------------------------------------------------------------------------------------------,5,-,-,-,5
.Lime Village-------------------------------------------------------------------------------------------------------------------------------------,1,-,-,-,1
.McGrath Native Village---------------------------------------------------------------------------------------------------------------------,57,-,13,-,70
.Manley Hot Springs Village---------------------------------------------------------------------------------------------------------------,2,-,1,-,3
.Mentasta Traditional Council------------------------------------------------------------------------------------------------------------,9,1,2,2,14
.Native Village of Minto----------------------------------------------------------------------------------------------------------------------,232,4,5,1,242
.Nenana Native Association---------------------------------------------------------------------------------------------------------------,75,6,9,-,90
.Nikolai Village----------------------------------------------------------------------------------------------------------------------------------,11,2,19,-,32
.Ninilchik Village Traditional Council---------------------------------------------------------------------------------------------------,130,7,34,2,173
.Nondalton Village-----------------------------------------------------------------------------------------------------------------------------,203,1,2,-,206
.Northway Village-------------------------------------------------------------------------------------------------------------------------------,31,-,5,-,36
.Nulato Village----------------------------------------------------------------------------------------------------------------------------------,380,1,26,-,407
.Pedro Bay Village---------------------------------------------------------------------------------------------------------------------------,32,-,22,-,54
.Rampart Village-------------------------------------------------------------------------------------------------------------------------------,34,-,2,-,36
.Native Village of Ruby-----------------------------------------------------------------------------------------------------------------------,23,1,9,-,33
.Village of Salamatoff-------------------------------------------------------------------------------------------------------------------------,39,-,9,-,48
.Seldovia Village Tribe-----------------------------------------------------------------------------------------------------------------------,101,5,39,2,147
.Slana---------------------------------------------------------------------------------------------------------------------------------------------,-,-,5,-,5
.Shageluk Native Village-------------------------------------------------------------------------------------------------------------------,127,-,-,-,127
.Native Village of Stevens------------------------------------------------------------------------------------------------------------------,15,1,3,-,19
.Village of Stony River-----------------------------------------------------------------------------------------------------------------------,15,1,-,-,16
.Takotna Village-------------------------------------------------------------------------------------------------------------------------------,28,-,1,-,29
.Native Village of Tanacross---------------------------------------------------------------------------------------------------------------,117,1,6,-,124
.Tanaina------------------------------------------------------------------------------------------------------------------------------------------,32,34,27,13,106
.Native Village of Tanana--------------------------------------------------------------------------------------------------------------------,69,12,13,1,95
.Tanana Chiefs----------------------------------------------------------------------------------------------------------------------------------,46,6,13,-,65
.Native Village of Tazlina---------------------------------------------------------------------------------------------------------------------,32,1,1,-,34
.Telida Village------------------------------------------------------------------------------------------------------------------------------------,-,-,-,-,-
.Native Village of Tetlin----------------------------------------------------------------------------------------------------------------------,137,1,13,-,151
.Tok--------------------------------------------------------------------------------------------------------------------------------------------------,3,-,3,2,8
.Native Village of Tyonek--------------------------------------------------------------------------------------------------------------------,73,7,17,1,98
.Village of Venetie------------------------------------------------------------------------------------------------------------------------------,274,6,16,1,297
.Wiseman-----------------------------------------------------------------------------------------------------------------------------------------,-,-,-,-,-
.Kenaitze Indian Tribe-------------------------------------------------------------------------------------------------------------------------,506,20,173,7,706
Tlingit-Haida-------------------------------------------------------------------------------------------------------------------------------------,"14,825","1,059","6,047",434,"22,365"
.Angoon Community Association---------------------------------------------------------------------------------------------------------,85,7,1,-,93
.Central Council of the Tlingit and Haida Indian Tribes----------------------------------------------------------------------------,65,5,10,-,80
.Chilkat Indian Village (Kluckwan)--------------------------------------------------------------------------------------------------------,142,-,4,-,146
.Chilkoot Indian Association (Haines)--------------------------------------------------------------------------------------------------,19,-,7,1,27
.Craig Community Association------------------------------------------------------------------------------------------------------------,94,2,26,1,123
.Douglas Indian Association----------------------------------------------------------------------------------------------------------------,4,1,9,-,14
.Haida-----------------------------------------------------------------------------------------------------------------------------------------------,"1,239","1,766",727,532,"4,264"
.Hoonah Indian Association----------------------------------------------------------------------------------------------------------------,250,12,40,1,303
.Hydaburg Cooperative Association------------------------------------------------------------------------------------------------------,171,-,11,-,182
.Organized Village of Kake-----------------------------------------------------------------------------------------------------------------,214,8,43,-,265
.Organized Village of Kasaan--------------------------------------------------------------------------------------------------------------,8,2,6,-,16
.Ketchikan Indian Corporation--------------------------------------------------------------------------------------------------------------,555,10,101,4,670
.Klawock Cooperative Association-------------------------------------------------------------------------------------------------------,205,3,23,-,231
.Pelican--------------------------------------------------------------------------------------------------------------------------------------------,1,2,6,-,9
.Petersburg Indian Association------------------------------------------------------------------------------------------------------------,1,1,-,-,2
.Organized Village of Saxman-----------------------------------------------------------------------------------------------------------,284,1,17,1,303
.Sitka Tribe of Alaska-------------------------------------------------------------------------------------------------------------------------,331,14,69,5,419
.Tenakee Springs------------------------------------------------------------------------------------------------------------------------------,10,-,8,-,18
.Tlingit----------------------------------------------------------------------------------------------------------------------------------------------,"9,413","2,494","4,450",837,"17,194"
.Wrangell Cooperative Association-----------------------------------------------------------------------------------------------------,1,-,1,-,2
.Yakutat Tlingit Tribe--------------------------------------------------------------------------------------------------------------------------,89,1,10,2,102
.Juneau---------------------------------------------------------------------------------------------------------------------------------------------,5,12,3,3,23
Tsimshian----------------------------------------------------------------------------------------------------------------------------------------,"2,177",388,663,132,"3,360"
".Metlakatla Indian Community, Annette Island Reserve--------------------------------------------------------------------------",706,252,85,16,"1,059"
.Tsimshian---------------------------------------------------------------------------------------------------------------------------------------,"1,284",561,568,138,"2,551"
Sealaska-----------------------------------------------------------------------------------------------------------------------------------------,341,57,111,15,524
.Sealaska-----------------------------------------------------------------------------------------------------------------------------------------,278,52,87,12,429
.Sealaska Corporation---------------------------------------------------------------------------------------------------------------------,63,5,24,3,95
Southeast Alaska----------------------------------------------------------------------------------------------------------------------------,26,6,66,-,98
.Southeast Alaska----------------------------------------------------------------------------------------------------------------------------,26,6,62,-,94
.Skagway Village-----------------------------------------------------------------------------------------------------------------------------,-,-,4,-,4
Eskimo Tribes-------------------------------------------------------------------------------------------------------------------------------,"5,658","1,686","2,112",364,"9,820"
.American Eskimo---------------------------------------------------------------------------------------------------------------------------,9,-,15,1,25
.Eskimo-------------------------------------------------------------------------------------------------------------------------------------------,"5,649","1,686","2,097",363,"9,795"
Greenland Eskimo-------------------------------------------------------------------------------------------------------------------------------,3,-,4,-,7
Inuit-------------------------------------------------------------------------------------------------------------------------------------------------,534,68,359,54,"1,015"
Inupiat Eskimo--------------------------------------------------------------------------------------------------------------------------------,"16,047",845,"2,282",191,"19,365"
.Native Village of Ambler---------------------------------------------------------------------------------------------------------------------,190,5,8,-,203
.Anaktuvuk---------------------------------------------------------------------------------------------------------------------------------------,-,-,-,1,1
.Village of Anaktuvuk Pass---------------------------------------------------------------------------------------------------------------,7,-,-,-,7
.Inupiat Community of the Arctic Slope-----------------------------------------------------------------------------------------------,25,5,5,4,39
.Arctic Slope Corporation-------------------------------------------------------------------------------------------------------------------,605,360,66,14,"1,045"
.Atqasuk Village (Atkasook)--------------------------------------------------------------------------------------------------------------,2,4,1,-,7
.Native Village of Barrow Inupiat Traditional Government------------------------------------------------------------------------,171,38,19,2,230
.Bering Straits Inupiat------------------------------------------------------------------------------------------------------------------------,608,60,127,7,802
.Native Village of Brevig Mission---------------------------------------------------------------------------------------------------------,262,-,4,-,266
.Native Village of Buckland-----------------------------------------------------------------------------------------------------------------,352,9,3,-,364
.Chinik Eskimo Community (Golovin)--------------------------------------------------------------------------------------------------,142,6,24,-,172
.Native Village of Council-------------------------------------------------------------------------------------------------------------------,108,5,4,-,117
.Native Village of Deering-------------------------------------------------------------------------------------------------------------------,17,1,3,1,22
.Native Village of Elim-----------------------------------------------------------------------------------------------------------------------,303,3,7,-,313
.Native Village of Diomede (Inalik)-----------------------------------------------------------------------------------------------------,84,3,7,1,95
.Inupiaq--------------------------------------------------------------------------------------------------------------------------------------------,"2,582",373,534,63,"3,552"
.Inupiat----------------------------------------------------------------------------------------------------------------------------------------------,"2,405",656,657,64,"3,782"
.Kaktovik Village (Barter Island)----------------------------------------------------------------------------------------------------,2,-,-,-,2
.Kawerak------------------------------------------------------------------------------------------------------------------------------------------,11,7,1,-,19
.Native Village of Kiana----------------------------------------------------------------------------------------------------------------------,379,7,14,-,400
.Native Village of Kivalina------------------------------------------------------------------------------------------------------------------,338,2,-,1,341
.Native Village of Kobuk--------------------------------------------------------------------------------------------------------------------,96,-,-,-,96
.Native Village of Kotzebue----------------------------------------------------------------------------------------------------------------,364,47,34,5,450
.Native Village of Koyuk--------------------------------------------------------------------------------------------------------------------,250,-,3,-,253
.Kwiguk-------------------------------------------------------------------------------------------------------------------------------------------,247,-,2,-,249
.Mauneluk Inupiat-----------------------------------------------------------------------------------------------------------------------------,-,-,-,-,-
.Nana Inupiat---------------------------------------------------------------------------------------------------------------------------------,"1,255",125,215,25,"1,620"
.Native Village of Noatak-----------------------------------------------------------------------------------------------------------------,407,7,9,-,423
.Nome Eskimo Community--------------------------------------------------------------------------------------------------------------,659,24,210,8,901
.Noorvik Native Community---------------------------------------------------------------------------------------------------------------,63,23,-,1,87
.Native Village of Nuiqsut (Nooiksut)-------------------------------------------------------------------------------------------------------------------,5,26,-,-,31
.Native Village of Point Hope-------------------------------------------------------------------------------------------------------------,598,8,26,-,632
.Native Village of Point Lay----------------------------------------------------------------------------------------------------------------,3,-,-,-,3
.Native Village of Selawik------------------------------------------------------------------------------------------------------------------,239,4,12,1,256
.Native Village of Shaktoolik---------------------------------------------------------------------------------------------------------------,182,2,5,1,190
.Native Village of Shishmaref-------------------------------------------------------------------------------------------------------------,493,1,5,-,499
.Native Village of Shungnak--------------------------------------------------------------------------------------------------------------,340,36,80,14,470
.Village of Solomon--------------------------------------------------------------------------------------------------------------------------,22,-,15,-,37
.Native Village of Teller---------------------------------------------------------------------------------------------------------------------,178,1,3,-,182
.Native Village of Unalakleet--------------------------------------------------------------------------------------------------------------,665,10,36,-,711
.Village of Wainwright-----------------------------------------------------------------------------------------------------------------------,220,-,4,-,224
.Village of Wales------------------------------------------------------------------------------------------------------------------------------,58,1,36,-,95
.Village of White Mountain-----------------------------------------------------------------------------------------------------------------,285,15,39,5,344
.White Mountain Inupiat--------------------------------------------------------------------------------------------------------------------,-,-,-,-,-
.Native Village of Mary?s Igloo-----------------------------------------------------------------------------------------------------------,49,2,-,-,51
.King Island Native Community------------------------------------------------------------------------------------------------------------,256,22,51,1,330
Siberian Eskimo-------------------------------------------------------------------------------------------------------------------------------,"1,381",9,37,3,"1,430"
.Native Village of Gambell-------------------------------------------------------------------------------------------------------------------,633,1,3,-,637
.Native Village of Savoonga-----------------------------------------------------------------------------------------------------------------,618,2,2,-,622
.Siberian Yupik----------------------------------------------------------------------------------------------------------------------------------,130,6,32,3,171
Cupiks Eskimo---------------------------------------------------------------------------------------------------------------------------------,49,8,9,2,68
.Chevak Native Village------------------------------------------------------------------------------------------------------------------------,33,5,9,2,49
.Native Village of Mekoryuk-----------------------------------------------------------------------------------------------------------------,16,3,-,-,19
Yup?ik----------------------------------------------------------------------------------------------------------------------------------------------,"21,212",895,"1,996",134,"24,237"
.Akiachak Native Community--------------------------------------------------------------------------------------------------------------,538,1,13,-,552
.Akiak Native Community-------------------------------------------------------------------------------------------------------------------,9,2,7,-,18
.Village of Alakanuk--------------------------------------------------------------------------------------------------------------------------,674,4,18,-,696
.Native Village of Aleknagik-----------------------------------------------------------------------------------------------------------,70,123,6,3,202
.Yupiit of Andreafski--------------------------------------------------------------------------------------------------------------------------,83,2,-,-,85
.Village of Aniak-------------------------------------------------------------------------------------------------------------------------------,201,2,15,1,219
.Village of Atmautluak-----------------------------------------------------------------------------------------------------------------------,70,37,-,-,107
.Orutsararmuit Native Village (Bethel)-------------------------------------------------------------------------------------------------------------,287,15,39,-,341
.Village of Bill Moore?s Slough------------------------------------------------------------------------------------------------------------,58,-,-,-,58
.Bristol Bay-------------------------------------------------------------------------------------------------------------------------------------,557,26,81,5,669
.Calista--------------------------------------------------------------------------------------------------------------------------------------------,393,60,28,9,490
.Village of Chefornak-----------------------------------------------------------------------------------------------------------------------,340,-,9,-,349
.Native Village of Hamilton----------------------------------------------------------------------------------------------------------------,24,-,1,-,25
.Native Village of Chuathbaluk-----------------------------------------------------------------------------------------------------------,128,-,9,1,138
.Village of Clark?s Point---------------------------------------------------------------------------------------------------------------------,16,3,9,-,28
.Village of Crooked Creek------------------------------------------------------------------------------------------------------------------,4,-,7,-,11
.Curyung Tribal Council (Native Village of Dillingham)-----------------------------------------------------------------------------,482,19,86,15,602
.Native Village of Eek-------------------------------------------------------------------------------------------------------------------------,50,6,2,-,58
.Native Village of Ekuk----------------------------------------------------------------------------------------------------------------------,31,-,6,-,37
.Ekwok Village---------------------------------------------------------------------------------------------------------------------------------,23,1,4,-,28
.Emmonak Village-----------------------------------------------------------------------------------------------------------------------------,705,13,13,-,731
.Native Village of Goodnews Bay--------------------------------------------------------------------------------------------------------,206,-,5,-,211
.Native Village of Hooper Bay-----------------------------------------------------------------------------------------------------------,897,3,20,-,920
.Iqurmuit Traditional Council-------------------------------------------------------------------------------------------------------------,206,-,-,-,206
.Village of Kalskag---------------------------------------------------------------------------------------------------------------------------,86,-,3,-,89
.Native Village of Kasigluk-----------------------------------------------------------------------------------------------------------------,537,-,3,-,540
.Native Village of Kipnuk------------------------------------------------------------------------------------------------------------------,460,4,4,-,468
.New Koliganek Village Council-------------------------------------------------------------------------------------------------------,159,-,-,-,159
.Native Village of Kongiganak------------------------------------------------------------------------------------------------------------,130,-,6,-,136
.Village of Kotlik-------------------------------------------------------------------------------------------------------------------------------,28,381,3,7,419
.Organized Village of Kwethluk-----------------------------------------------------------------------------------------------------------,173,299,1,2,475
.Native Village of Kwigillingok------------------------------------------------------------------------------------------------------------,20,-,1,-,21
.Levelock Village-------------------------------------------------------------------------------------------------------------------------------,12,1,2,-,15
.Village of Lower Kalskag-------------------------------------------------------------------------------------------------------------------,6,-,-,-,6
.Manokotak Village----------------------------------------------------------------------------------------------------------------------------,74,1,15,4,94
.Native Village of Marshal (Fortuna Lodge)-------------------------------------------------------------------------------------------------------------------,276,1,176,1,454
.Village of Ohogamiut-------------------------------------------------------------------------------------------------------------------------,37,-,-,-,37
.Asa?carsarmiut Tribe-------------------------------------------------------------------------------------------------------------------------,657,2,22,-,681
.Naknek Native Village-----------------------------------------------------------------------------------------------------------------------,119,11,24,1,155
.Native Village of Napaimute--------------------------------------------------------------------------------------------------------------,11,2,3,-,16
.Native Village of Napakiak----------------------------------------------------------------------------------------------------------------,298,1,3,-,302
.Native Village of Napaskiak---------------------------------------------------------------------------------------------------------------,373,4,2,-,379
.Newhalen Village------------------------------------------------------------------------------------------------------------------------------,123,5,14,-,142
.New Stuyahok Village-----------------------------------------------------------------------------------------------------------------------,20,6,7,-,33
.Newtok Village--------------------------------------------------------------------------------------------------------------------------------,307,-,7,-,314
.Native Village of Nightmute---------------------------------------------------------------------------------------------------------------,142,8,11,-,161
.Native Village of Nunapitchuk------------------------------------------------------------------------------------------------------------,441,-,5,-,446
.Oscarville Traditional Village-------------------------------------------------------------------------------------------------------------,53,-,-,-,53
.Pilot Station Traditional Village-----------------------------------------------------------------------------------------------------------,20,3,-,-,23
.Native Village of Pitkas Point-----------------------------------------------------------------------------------------------------------,80,-,2,-,82
.Platinum Traditional Village---------------------------------------------------------------------------------------------------------------,36,-,3,-,39
.Portage Creek Village (Ohgsenakale)-----------------------------------------------------------------------------------------------------------------------,19,-,6,-,25
.Native Village of Kwinhagak-------------------------------------------------------------------------------------------------------------,53,1,8,2,64
.Village of Red Devil-------------------------------------------------------------------------------------------------------------------------,2,-,-,-,2
.Native Village of Saint Michael---------------------------------------------------------------------------------------------------------,215,5,30,-,250
.Native Village of Scammon Bay-------------------------------------------------------------------------------------------------------,55,-,-,-,55
.Native Village of Sheldon?s Point-----------------------------------------------------------------------------------------------------,6,-,-,-,6
.Village of Sleetmute------------------------------------------------------------------------------------------------------------------------,2,1,-,-,3
.Stebbins Community Association-----------------------------------------------------------------------------------------------------,503,1,6,2,512
.Traditional Village of Togiak---------------------------------------------------------------------------------------------------------------,369,3,26,-,398
.Nunakauyarmiut Tribe (Toksook Bay)----------------------------------------------------------------------------------------------------------,25,-,3,-,28
.Tuluksak Native Community-------------------------------------------------------------------------------------------------------------,5,-,1,-,6
.Native Village of Tuntutuliak--------------------------------------------------------------------------------------------------------------,331,1,3,1,336
.Native Village of Tununak------------------------------------------------------------------------------------------------------------------,288,-,3,-,291
.Twin Hills Village----------------------------------------------------------------------------------------------------------------------------,4,2,-,1,7
.Yup?ik----------------------------------------------------------------------------------------------------------------------------------------------,"5,896",838,832,83,"7,649"
.Yup?ik Eskimo----------------------------------------------------------------------------------------------------------------------------------,"1,800",95,356,29,"2,280"
.Native Village of Georgetown------------------------------------------------------------------------------------------------------------,-,-,-,1,1
.Algaaciq Native Village (St. Mary?s)----------------------------------------------------------------------------------------------------,211,7,10,-,228
.Umkumiute Native Village-----------------------------------------------------------------------------------------------------------------,121,37,-,-,158
.Chuloonawick Native Village-------------------------------------------------------------------------------------------------------------,7,-,-,-,7
Aleut-----------------------------------------------------------------------------------------------------------------------------------------------,"6,606",737,"2,888",317,"10,548"
Alutiiq Aleut------------------------------------------------------------------------------------------------------------------------------------,319,11,51,8,389
.Alutiiq-------------------------------------------------------------------------------------------------------------------------------------------,182,8,26,5,221
.Village of Afognak---------------------------------------------------------------------------------------------------------------------------,78,3,14,2,97
.Native Village of Tatitlek-------------------------------------------------------------------------------------------------------------------,28,2,8,1,39
.Ugashik Village--------------------------------------------------------------------------------------------------------------------------------,30,-,3,-,33
Bristol Bay Aleut------------------------------------------------------------------------------------------------------------------------------,610,5,69,-,684
.Bristol Bay Aleut-----------------------------------------------------------------------------------------------------------------------------,44,-,12,-,56
.Native Village of Chignik--------------------------------------------------------------------------------------------------------------------,37,1,3,-,41
